trend_data,season_data,noise_data,actual,y,y1,y2,actual_y1,actual_y2,lag_0,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12,lag_13,lag_14,lag_30,lag_60,lag_180,lag_365,diff_1,diff_ma_1,diff_2,diff_ma_2,diff_3,diff_ma_3,diff_4,diff_ma_4,diff_5,diff_ma_5,diff_6,diff_ma_6,diff_7,diff_ma_7,diff_8,diff_ma_8,diff_9,diff_ma_9,diff_10,diff_ma_10,diff_11,diff_ma_11,diff_12,diff_ma_12,diff_13,diff_ma_13,diff_14,diff_ma_14,diff_30,diff_ma_30,diff_60,diff_ma_60,diff_180,diff_ma_180,diff_365,diff_ma_365,ma_2,ma_4,ma_6,ma_8,ma_10,ma_12,ma_14,ma_30,ma_60,ma_180,ma_365,sum_7,sum_14,sum_30,sum_60,sum_180,sum_365,std_7,std_14,std_30,std_60,std_180,std_365,max_7,max_14,max_30,max_60,max_180,max_365
82.850006,20.0,-4.012204718858363,102.850006,98.83780138465727,105.17796705443229,103.14406670801326,102.93704,103.01814,98.83780138465727,90.6654017091033,87.69936056815739,82.51299971172048,98.84641683998672,88.63098040120079,75.08376203664474,86.50189721226761,80.30683402095487,82.92705888665813,73.00574273057504,82.75980435163717,81.26957984929152,91.36462113436394,97.46073837799162,79.95361289152159,80.2537639453925,78.16184789746389,74.96714153011233,8.172399675553962,0.4086199837776981,11.13844081649988,0.5569220408249941,16.324801672936786,0.8162400836468393,-0.008615455329447741,-0.0004307727664723871,10.206820983456481,0.5103410491728241,23.754039348012526,1.1877019674006264,12.335904172389661,0.6167952086194831,18.530967363702402,0.9265483681851201,15.910742497999138,0.795537124899957,25.832058654082232,1.2916029327041116,16.077997033020097,0.8038998516510049,17.56822153536575,0.8784110767682876,7.473180250293325,0.37365901251466627,1.3770630066656508,0.06885315033328254,18.88418849313568,0.9442094246567841,18.584037439264762,0.9292018719632381,20.675953487193382,1.033797674359669,23.87065985454494,1.193532992727247,94.75160154688032,89.9288908434096,91.19882676913765,88.59732748296729,87.20125127713513,85.64817165446362,85.74373291694421,82.34312412023843,82.59840533926298,77.59232090181122,70.14830288321407,622.2767226514707,1200.412260837219,2470.293723607153,4955.9043203557785,13966.61776232602,25604.130552373135,8.504937593711581,7.668276616508849,8.135500796462372,7.920571070332814,10.366253700593312,13.556121444137021,98.84641683998672,98.84641683998672,98.84641683998672,101.40013771046789,110.92649245781675,110.92649245781675
82.94,19.997036,2.2409248181041677,102.93704,105.17796705443229,103.14406670801326,104.07009899818362,103.01814,103.09334,105.17796705443229,98.83780138465727,90.6654017091033,87.69936056815739,82.51299971172048,98.84641683998672,88.63098040120079,75.08376203664474,86.50189721226761,80.30683402095487,82.92705888665813,73.00574273057504,82.75980435163717,81.26957984929152,91.36462113436394,73.24878932357879,91.93379922643894,75.80843367981748,68.70439312110065,6.340165669775018,0.31700828348875093,14.51256534532898,0.725628267266449,17.4786064862749,0.873930324313745,22.664967342711805,1.1332483671355902,6.331550214445571,0.3165775107222786,16.5469866532315,0.8273493326615751,30.094205017787544,1.5047102508893773,18.67606984216468,0.933803492108234,24.87113303347742,1.2435566516738712,22.250908167774156,1.1125454083887079,32.17222432385725,1.6086112161928625,22.418162702795115,1.1209081351397558,23.90838720514077,1.1954193602570384,13.813345920068343,0.6906672960034173,31.929177730853496,1.596458886542675,13.244167827993351,0.6622083913996676,29.369533374614804,1.4684766687307402,36.473573933331636,1.8236786966665819,102.0078842195448,95.59513267908757,93.95665787800958,90.93183621323787,89.42634209391255,87.51635187969656,86.73040048266338,83.40743004460022,82.81914146972953,77.75548497611462,70.24823048303142,652.3709276692582,1214.2256067572873,2502.2229013380065,4969.148488183771,13995.987295700632,25640.60412630647,7.946776490178861,9.18568264386501,8.952259465294276,8.357636192245733,10.567207945283805,13.679319414785521,105.17796705443229,105.17796705443229,105.17796705443229,105.17796705443229,110.92649245781675,110.92649245781675
83.03,19.988148,0.1259240078179486,103.01814,103.14406670801326,104.07009899818362,95.43251507648439,103.09334,103.16261,103.14406670801326,105.17796705443229,98.83780138465727,90.6654017091033,87.69936056815739,82.51299971172048,98.84641683998672,88.63098040120079,75.08376203664474,86.50189721226761,80.30683402095487,82.92705888665813,73.00574273057504,82.75980435163717,81.26957984929152,78.36955375388023,73.31820334796983,70.40228033143909,76.64503723647567,-2.0339003464190313,-0.10169501732095157,4.306265323355987,0.21531326616779936,12.478664998909949,0.6239332499454975,15.444706139855867,0.7722353069927934,20.631066996292773,1.0315533498146388,4.297649868026539,0.21488249340132698,14.513086306812468,0.7256543153406234,28.060304671368513,1.4030152335684258,16.642169495745648,0.8321084747872824,22.83723268705839,1.1418616343529195,20.217007821355125,1.0108503910677562,30.13832397743822,1.506916198871911,20.384262356376084,1.0192131178188042,21.87448685872174,1.093724342936087,24.77451295413303,1.2387256477066515,29.825863360043428,1.4912931680021715,32.74178637657417,1.6370893188287086,26.499029471537582,1.3249514735768793,104.16101688122279,99.45630921405154,94.67293285601401,94.43937429715893,91.7100653626184,90.0278788778164,88.29286382971493,84.23324714307132,83.31623919239692,77.93738378931782,70.32083056377536,666.8840139760707,1236.100093616009,2526.9974142921396,4998.974351543815,14028.729082077207,25667.103155778008,8.435506899128065,10.008872011503088,9.591377142757539,8.664327091136258,10.720613456078954,13.78328626999693,105.17796705443229,105.17796705443229,105.17796705443229,105.17796705443229,110.92649245781675,110.92649245781675
83.12,19.973337,0.9767609854883172,103.09334,104.07009899818362,95.43251507648439,103.47106914981599,103.16261,103.22597,104.07009899818362,103.14406670801326,105.17796705443229,98.83780138465727,90.6654017091033,87.69936056815739,82.51299971172048,98.84641683998672,88.63098040120079,75.08376203664474,86.50189721226761,80.30683402095487,82.92705888665813,73.00574273057504,82.75980435163717,85.7924615154125,84.78175719793084,62.71741895945267,85.47363810265448,0.9260322901703688,0.04630161450851844,-1.1078680562486625,-0.05539340281243313,5.232297613526356,0.26161488067631783,13.404697289080318,0.6702348644540159,16.370738430026236,0.8185369215013119,21.557099286463142,1.0778549643231572,5.223682158196908,0.2611841079098454,15.439118596982837,0.7719559298491419,28.986336961538882,1.4493168480769443,17.568201785916017,0.8784100892958009,23.763264977228758,1.188163248861438,21.143040111525494,1.0571520055762746,31.064356267608588,1.5532178133804295,21.310294646546453,1.0655147323273226,18.277637482771127,0.9138818741385564,19.28834180025278,0.9644170900126391,41.35268003873095,2.067634001936548,18.596460895529148,0.9298230447764575,103.60708285309846,102.80748353632161,98.26578273709119,96.3692641217818,93.46688554120998,91.7897988871102,89.81502773303967,84.84250172583035,83.63771155573448,78.16712090064411,70.3717797717083,672.1076961342676,1257.4103882625554,2545.2750517749105,5018.262693344069,14070.081762115939,25685.699616673533,9.01580516534098,10.69930402965709,10.251618471058205,9.068045551742351,10.835107224676396,13.873526744321213,105.17796705443229,105.17796705443229,105.17796705443229,105.17796705443229,110.92649245781675,110.92649245781675
83.21001,19.952606,-7.730097838554665,103.16261,95.43251507648439,103.47106914981599,108.26339966050138,103.22597,103.28342,95.43251507648439,104.07009899818362,103.14406670801326,105.17796705443229,98.83780138465727,90.6654017091033,87.69936056815739,82.51299971172048,98.84641683998672,88.63098040120079,75.08376203664474,86.50189721226761,80.30683402095487,82.92705888665813,73.00574273057504,76.10573542899151,77.36582982331731,56.09197575118823,67.97107306429008,-8.637583921699232,-0.4318791960849616,-7.711551631528863,-0.3855775815764432,-9.745451977947894,-0.4872725988973947,-3.405286308172876,-0.1702643154086438,4.767113367381086,0.2383556683690543,7.733154508327004,0.38665772541635024,12.91951536476391,0.6459757682381956,-3.4139017635023237,-0.1706950881751162,6.801534675283605,0.3400767337641803,20.34875303983965,1.0174376519919826,8.930617864216785,0.4465308932108393,15.125681055529526,0.7562840527764764,12.505456189826262,0.6252728094913131,22.426772345909356,1.1213386172954678,19.326779647492884,0.9663389823746442,18.06668525316708,0.903334262658354,39.34053932529616,1.9670269662648083,27.46144201219431,1.3730721006097157,99.75130703733404,101.95616195927839,99.55464182181235,95.942526401344,95.50176084519396,93.05027230840432,91.41694004346178,85.48672771408012,83.93882297662059,78.3856794524513,70.44701659913898,685.0272114990315,1279.837160608465,2564.6018314224034,5036.3293785972355,14109.422301441235,25713.161058685728,6.8543045083046605,9.612711001598152,10.290841661117359,9.155787612900847,10.783989473704969,13.934798906350107,105.17796705443229,105.17796705443229,105.17796705443229,105.17796705443229,110.92649245781675,110.92649245781675
83.3,19.925964,0.24510174258942713,103.22597,103.47106914981599,108.26339966050138,117.84640464484495,103.28342,103.33497,103.47106914981599,95.43251507648439,104.07009899818362,103.14406670801326,105.17796705443229,98.83780138465727,90.6654017091033,87.69936056815739,82.51299971172048,98.84641683998672,88.63098040120079,75.08376203664474,86.50189721226761,80.30683402095487,82.92705888665813,73.60067965029272,77.28803171772779,66.83066499348995,68.03459173421913,8.038554073331596,0.4019277036665798,-0.5990298483676355,-0.029951492418381777,0.3270024418027333,0.016350122090136667,-1.706897904616298,-0.0853448952308149,4.63326776515872,0.23166338825793603,12.805667440712682,0.6402833720356341,15.7717085816586,0.7885854290829301,20.958069438095507,1.0479034719047753,4.624652309829273,0.23123261549146365,14.840088748615202,0.7420044374307602,28.387307113171246,1.4193653556585624,16.96917193754838,0.8484585968774191,23.164235128861122,1.158211756443056,20.54401026315786,1.027200513157893,29.87038949952327,1.4935194749761636,26.1830374320882,1.30915187160441,36.64040415632604,1.8320202078163021,35.436477415596855,1.7718238707798428,99.45179211315022,101.52943748312431,101.6889197285978,98.56228508110594,96.98576972005546,94.46436996986667,92.88436934797305,86.48240736406423,84.37520693382206,78.58923725331978,70.54410283863378,700.7989200806901,1300.3811708716228,2594.4722209219267,5062.5124160293235,14146.06270559756,25748.597536101326,5.393927027688945,9.783549104990406,10.543110677646752,9.452582931606615,10.909737017982742,14.040986485685636,105.17796705443229,105.17796705443229,105.17796705443229,105.17796705443229,110.92649245781675,110.92649245781675
83.39,19.893415,4.979982912454497,103.28342,108.26339966050138,117.84640464484495,112.97335401280519,103.33497,103.380646,108.26339966050138,103.47106914981599,95.43251507648439,104.07009899818362,103.14406670801326,105.17796705443229,98.83780138465727,90.6654017091033,87.69936056815739,82.51299971172048,98.84641683998672,88.63098040120079,75.08376203664474,86.50189721226761,80.30683402095487,84.33974992253631,90.52981411313363,79.91546651989488,86.22554642899969,4.792330510685389,0.23961652553426946,12.830884584016985,0.6415442292008493,4.193300662317753,0.2096650331158877,5.119332952488122,0.25596664762440613,3.085432606069091,0.15427163030345456,9.42559827584411,0.47127991379220546,17.59799795139807,0.8798998975699036,20.56403909234399,1.0282019546171994,25.750399948780895,1.2875199974390448,9.416982820514662,0.4708491410257331,19.63241925930059,0.9816209629650295,33.179637623856635,1.6589818811928319,21.76150244823377,1.0880751224116885,27.95656563954651,1.3978282819773256,23.923649737965064,1.1961824868982533,17.733585547367753,0.8866792773683877,28.3479331406065,1.4173966570303251,22.037853231501686,1.1018926615750844,105.86723440515871,102.80927072124635,103.25985277457181,101.13278996764893,97.92746800210693,97.22933977185473,94.88126689365494,87.27986235532973,84.67076669294485,78.74672577076758,70.60448051872008,718.3969180320883,1328.3377365111692,2618.395870659892,5080.246001576691,14174.410638738165,25770.63538933283,4.2319697931192986,9.871581633491092,11.256110847132451,9.914253861852112,11.13134768226825,14.155518943523557,108.26339966050138,108.26339966050138,108.26339966050138,108.26339966050138,110.92649245781675,110.92649245781675
83.479996,19.854975,14.511436077950417,103.33497,117.84640464484495,112.97335401280519,124.95228050773275,103.380646,103.420456,117.84640464484495,108.26339966050138,103.47106914981599,95.43251507648439,104.07009899818362,103.14406670801326,105.17796705443229,98.83780138465727,90.6654017091033,87.69936056815739,82.51299971172048,98.84641683998672,88.63098040120079,75.08376203664474,86.50189721226761,84.43261401430988,87.87349484974358,73.5483471092708,78.15932501369706,9.583004984343575,0.47915024921717875,14.375335495028963,0.7187667747514482,22.41388956836056,1.120694478418028,13.776305646661328,0.6888152823330664,14.702337936831697,0.7351168968415849,12.668437590412665,0.6334218795206333,19.008603260187684,0.9504301630093842,27.181002935741645,1.3590501467870824,30.147044076687564,1.5073522038343783,35.33340493312447,1.7666702466562236,18.999987804858236,0.9499993902429118,29.215424243644165,1.4607712121822083,42.76264260820021,2.1381321304100105,31.344507432577345,1.5672253716288673,33.413790630535075,1.6706895315267538,29.972909795101373,1.4986454897550687,44.29805753557416,2.2149028767787082,39.687079631147895,1.984353981557395,113.0549021526732,106.25334713291167,105.3712590396406,104.53041533461665,101.46080849541939,99.66395845882509,97.12016028169617,88.39365537634757,85.17031518952987,78.99282609040968,70.71321224373692,737.4055212922759,1359.6822439437465,2651.809661290427,5110.218911371792,14218.708696273741,25810.322468963976,6.746215185232662,11.279089967854352,12.544117385282004,10.794416253079845,11.499379458662682,14.36458761004001,117.84640464484495,117.84640464484495,117.84640464484495,117.84640464484495,117.84640464484495,117.84640464484495
83.57,19.81065,9.592708260852069,103.380646,112.97335401280519,124.95228050773275,95.78093110940075,103.420456,103.45441,112.97335401280519,117.84640464484495,108.26339966050138,103.47106914981599,95.43251507648439,104.07009899818362,103.14406670801326,105.17796705443229,98.83780138465727,90.6654017091033,87.69936056815739,82.51299971172048,98.84641683998672,88.63098040120079,75.08376203664474,76.99367096845667,87.8318279273892,59.00624288914965,65.83591104787705,-4.873050632039764,-0.2436525316019882,4.709954352303811,0.23549771761519056,9.5022848629892,0.47511424314946,17.540838936320796,0.8770419468160399,8.903255014621564,0.44516275073107825,9.829287304791933,0.4914643652395967,7.795386958372902,0.3897693479186451,14.13555262814792,0.706777631407396,22.30795230370188,1.1153976151850942,25.2739934446478,1.26369967223239,30.460354301084706,1.5230177150542354,14.126937172818472,0.7063468586409236,24.3423736116044,1.21711868058022,37.889591976160446,1.8944795988080223,35.97968304434852,1.7989841522174261,25.14152608541599,1.2570763042707995,53.96711112365554,2.6983555561827774,47.13744296492814,2.3568721482464072,115.4098793288251,110.63855686699188,107.00947359043924,106.29735941313514,103.98820783988417,100.84120322322663,99.82655970856479,89.59297814449252,85.5893406242868,79.29264337442997,70.8423559230929,745.2009082506488,1397.571835919907,2687.7893443347757,5135.360437457209,14272.675807397396,25857.459911928905,7.332261602648514,10.06520606381354,13.123212174839072,11.372011651639822,11.67751690654716,14.53154065969385,117.84640464484495,117.84640464484495,117.84640464484495,117.84640464484495,117.84640464484495,117.84640464484495
83.66,19.760454,21.531824575115564,103.420456,124.95228050773275,95.78093110940075,112.20571216554663,103.45441,103.482506,124.95228050773275,112.97335401280519,117.84640464484495,108.26339966050138,103.47106914981599,95.43251507648439,104.07009899818362,103.14406670801326,105.17796705443229,98.83780138465727,90.6654017091033,87.69936056815739,82.51299971172048,98.84641683998672,88.63098040120079,77.43295037887536,92.82902665796907,73.25192797189072,75.99605789435574,11.978926494927563,0.5989463247463782,7.1058758628878,0.35529379314439,16.688880847231374,0.8344440423615688,21.481211357916763,1.0740605678958381,29.51976543124836,1.475988271562418,20.882181509549127,1.0441090754774565,21.808213799719496,1.090410689985975,19.774313453300465,0.9887156726650232,26.114479123075483,1.3057239561537743,34.286878798629445,1.7143439399314724,37.252919939575364,1.8626459969787683,42.43928079601227,2.1219640398006137,26.105863667746036,1.3052931833873018,36.321300106531965,1.8160650053265983,47.51933012885739,2.3759665064428694,32.123253849763685,1.6061626924881844,51.70035253584203,2.5850176267921015,48.95622261337701,2.4478111306688506,118.96281726026899,116.00885970647107,110.48983717536412,108.7691485947977,107.41689571974712,104.37780995622764,102.42093828760278,91.17695581545443,86.12472818844954,79.57986755518466,70.97648256038981,767.0091220503683,1433.893136026439,2735.308674463633,5167.483691306972,14324.37615993324,25906.41613454228,9.880264391866453,11.531690439434984,14.409631197607428,12.425960988698499,12.154197938269348,14.802645133832069,124.95228050773275,124.95228050773275,124.95228050773275,124.95228050773275,124.95228050773275,124.95228050773275
